rank;rank_w;name1;name2;name3;name4;name5;score;from_url;name6;name7
109;[57];Sergio T Rebelo National Bureau of Economic Research (NBER), Cambridge;/e/pre4.html;Sergio T Rebelo;National Bureau of Economic Research (NBER);;109.24;http://ideas.repec.org/top/top.usa-ma.html;;;
110;[258];Amy Finkelstein Economics Department, Massachusetts Institute of Technology (MIT), Cambridge;/f/pfi264.html;Amy  Finkelstein;Economics Department, Massachusetts Institute of Technology (MIT);;109.27;http://ideas.repec.org/top/top.usa-ma.html;;;
111;[269];Robert Andrew Margo National Bureau of Economic Research (NBER), CambridgeDepartment of Economics, Boston University, Boston;/f/pma319.html;Robert Andrew Margo;National Bureau of Economic Research (NBER);Department of Economics, Boston University;110.43;http://ideas.repec.org/top/top.usa-ma.html;;;
112;[270];Lucian Bebchuk National Bureau of Economic Research (NBER), CambridgeJohn M. Olin Center for Law, Economics, and Business, Harvard School of Law, Harvard University, Cambridge;/e/pbe72.html;Lucian  Bebchuk;National Bureau of Economic Research (NBER);John M. Olin Center for Law, Economics, and Business, Harvard School of Law, Harvard University;110.9;http://ideas.repec.org/top/top.usa-ma.html;;;
113;[296];Louis Kaplow National Bureau of Economic Research (NBER), Cambridge;/e/pka44.html;Louis  Kaplow;National Bureau of Economic Research (NBER);;114.24;http://ideas.repec.org/top/top.usa-ma.html;;;
114;[238];Fabio Schiantarelli Department of Economics, Boston College, Chestnut Hill;/e/psc8.html;Fabio  Schiantarelli;Department of Economics, Boston College;;114.91;http://ideas.repec.org/top/top.usa-ma.html;;;
115;[287];Joe Peek Economic Research, Federal Reserve Bank of Boston, Boston;/e/ppe90.html;Joe  Peek;Economic Research, Federal Reserve Bank of Boston;;115.21;http://ideas.repec.org/top/top.usa-ma.html;;;
116;[268];Iván Werning National Bureau of Economic Research (NBER), CambridgeEconomics Department, Massachusetts Institute of Technology (MIT), Cambridge;/e/pwe141.html;Iván  Werning;National Bureau of Economic Research (NBER);Economics Department, Massachusetts Institute of Technology (MIT);115.3;http://ideas.repec.org/top/top.usa-ma.html;;;
117;[203];Victor Chernozhukov Economics Department, Massachusetts Institute of Technology (MIT), Cambridge;/f/pch864.html;Victor  Chernozhukov;Economics Department, Massachusetts Institute of Technology (MIT);;116.17;http://ideas.repec.org/top/top.usa-ma.html;;;
118;[112];Michael Grossman National Bureau of Economic Research (NBER), Cambridge;/e/pgr107.html;Michael  Grossman;National Bureau of Economic Research (NBER);;116.4;http://ideas.repec.org/top/top.usa-ma.html;;;
119;[279];Arnaud Costinot National Bureau of Economic Research (NBER), CambridgeEconomics Department, Massachusetts Institute of Technology (MIT), Cambridge;/f/pco355.html;Arnaud  Costinot;National Bureau of Economic Research (NBER);Economics Department, Massachusetts Institute of Technology (MIT);116.94;http://ideas.repec.org/top/top.usa-ma.html;;;
120;[135];Olivia S. Mitchell National Bureau of Economic Research (NBER), Cambridge;/e/pmi73.html;Olivia S. Mitchell;National Bureau of Economic Research (NBER);;119.31;http://ideas.repec.org/top/top.usa-ma.html;;;
121;[310];David Canning Department of Global Health and Population, Harvard School of Public Health, Harvard University, Cambridge;/f/pca340.html;David  Canning;Department of Global Health and Population, Harvard School of Public Health, Harvard University;;119.62;http://ideas.repec.org/top/top.usa-ma.html;;;
122;[280];Parag Pathak National Bureau of Economic Research (NBER), CambridgeEconomics Department, Massachusetts Institute of Technology (MIT), Cambridge;/f/ppa503.html;Parag  Pathak;National Bureau of Economic Research (NBER);Economics Department, Massachusetts Institute of Technology (MIT);121.07;http://ideas.repec.org/top/top.usa-ma.html;;;
123;[304];Erik Brynjolfsson Center for eBusiness, Sloan School of Management, Massachusetts Institute of Technology (MIT), CambridgeNational Bureau of Economic Research (NBER), Cambridge;/e/pbr87.html;Erik  Brynjolfsson;Center for eBusiness, Sloan School of Management, Massachusetts Institute of Technology (MIT);National Bureau of Economic Research (NBER);123.03;http://ideas.repec.org/top/top.usa-ma.html;;;
124;[285];Richard J. Murnane Harvard UniversityNational Bureau of Economic Research (NBER), Cambridge;/e/pmu87.html;Richard J. Murnane;National Bureau of Economic Research (NBER);;123.06;http://ideas.repec.org/top/top.usa-ma.html;;;
125;[328];Peter J. Montiel Economics Department, Williams College, Williamstown;/f/pmo593.html;Peter J. Montiel;Economics Department, Williams College;;123.15;http://ideas.repec.org/top/top.usa-ma.html;;;
126;[131];Torben G. Andersen National Bureau of Economic Research (NBER), Cambridge;/f/pan210.html;Torben G. Andersen;National Bureau of Economic Research (NBER);;123.83;http://ideas.repec.org/top/top.usa-ma.html;;;
127;[16];Raghuram G. Rajan Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge;/e/pra149.html;Raghuram G. Rajan;Sloan School of Management, Massachusetts Institute of Technology (MIT);;124.6;http://ideas.repec.org/top/top.usa-ma.html;;;
128;[302];Benjamin Olken Economics Department, Massachusetts Institute of Technology (MIT), Cambridge;/e/pol170.html;Benjamin  Olken;Economics Department, Massachusetts Institute of Technology (MIT);;125.04;http://ideas.repec.org/top/top.usa-ma.html;;;
129;[313];Phillip B. Levine Department of Economics, Wellesley College, Wellesley;/f/ple553.html;Phillip B. Levine;Department of Economics, Wellesley College;;125.2;http://ideas.repec.org/top/top.usa-ma.html;;;
130;[307];Enrico Spolaore National Bureau of Economic Research (NBER), CambridgeDepartment of Economics, Tufts University, Medford;/e/psp27.html;Enrico  Spolaore;National Bureau of Economic Research (NBER);Department of Economics, Tufts University;128.68;http://ideas.repec.org/top/top.usa-ma.html;;;
131;[330];Alicia Haydock Munnell Center for Retirement Research (CRR), Boston College, Chestnut Hill;/e/pmu162.html;Alicia Haydock Munnell;Center for Retirement Research (CRR), Boston College;;129.31;http://ideas.repec.org/top/top.usa-ma.html;;;
132;[316];Deborah J. Lucas National Bureau of Economic Research (NBER), CambridgeSloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge;/e/plu94.html;Deborah J. Lucas;National Bureau of Economic Research (NBER);Sloan School of Management, Massachusetts Institute of Technology (MIT);133;http://ideas.repec.org/top/top.usa-ma.html;;;
133;[332];Michael W. Klein Fletcher School of Law and Diplomacy, Tufts University, Medford;/e/pkl9.html;Michael W. Klein;Fletcher School of Law and Diplomacy, Tufts University;;133.13;http://ideas.repec.org/top/top.usa-ma.html;;;
134;[324];Jeffrey A Miron Department of Economics, Harvard University, Cambridge;/f/pmi250.html;Jeffrey A Miron;Department of Economics, Harvard University;;133.25;http://ideas.repec.org/top/top.usa-ma.html;;;
135;[145];Graciela Laura Kaminsky National Bureau of Economic Research (NBER), Cambridge;/e/pka84.html;Graciela Laura Kaminsky;National Bureau of Economic Research (NBER);;134.25;http://ideas.repec.org/top/top.usa-ma.html;;;
136;[300];Peter Pedroni Economics Department, Williams College, Williamstown;/f/ppe635.html;Peter  Pedroni;Economics Department, Williams College;;134.65;http://ideas.repec.org/top/top.usa-ma.html;;;
137;[142];Casey Mulligan National Bureau of Economic Research (NBER), Cambridge;/e/pmu64.html;Casey  Mulligan;National Bureau of Economic Research (NBER);;134.8;http://ideas.repec.org/top/top.usa-ma.html;;;
138;[323];Gerard Caprio Jr.Economics Department, Williams College, Williamstown;/f/pca519.html;Gerard  Caprio Jr.;Economics Department, Williams College;;135.88;http://ideas.repec.org/top/top.usa-ma.html;;;
139;[333];Christopher R. Knittel Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge;/e/pkn5.html;Christopher R. Knittel;Sloan School of Management, Massachusetts Institute of Technology (MIT);;136.61;http://ideas.repec.org/top/top.usa-ma.html;;;
140;[148];Pinelopi Koujianou Goldberg National Bureau of Economic Research (NBER), Cambridge;/e/pgo1.html;Pinelopi Koujianou Goldberg;National Bureau of Economic Research (NBER);;137.09;http://ideas.repec.org/top/top.usa-ma.html;;;
141;[322];Daniel Sichel National Bureau of Economic Research (NBER), CambridgeDepartment of Economics, Wellesley College, Wellesley;/f/psi394.html;Daniel  Sichel;National Bureau of Economic Research (NBER);Department of Economics, Wellesley College;138.14;http://ideas.repec.org/top/top.usa-ma.html;;;
142;[42];Andrew Kenan Rose National Bureau of Economic Research (NBER), Cambridge;/e/pro71.html;Andrew Kenan Rose;National Bureau of Economic Research (NBER);;139.94;http://ideas.repec.org/top/top.usa-ma.html;;;
143;[155];Christopher Carroll National Bureau of Economic Research (NBER), Cambridge;/e/pca45.html;Christopher  Carroll;National Bureau of Economic Research (NBER);;140.3;http://ideas.repec.org/top/top.usa-ma.html;;;
144;[336];Claudia Olivetti National Bureau of Economic Research (NBER), CambridgeDepartment of Economics, Boston College, Chestnut Hill;/e/pol63.html;Claudia  Olivetti;National Bureau of Economic Research (NBER);Department of Economics, Boston College;142.61;http://ideas.repec.org/top/top.usa-ma.html;;;
145;[350];Uzi Segal Department of Economics, Boston College, Chestnut Hill;/e/pse40.html;Uzi  Segal;Department of Economics, Boston College;;145.3;http://ideas.repec.org/top/top.usa-ma.html;;;
146;[162];Andrew Ang National Bureau of Economic Research (NBER), Cambridge;/f/pan374.html;Andrew  Ang;National Bureau of Economic Research (NBER);;145.46;http://ideas.repec.org/top/top.usa-ma.html;;;
147;[348];Laura Alfaro Harvard Business School, Harvard University, Cambridge;/e/pal64.html;Laura  Alfaro;Harvard Business School, Harvard University;;145.52;http://ideas.repec.org/top/top.usa-ma.html;;;
148;[317];Rebecca M. Henderson National Bureau of Economic Research (NBER), CambridgeSloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge;/e/phe120.html;Rebecca M. Henderson;National Bureau of Economic Research (NBER);Sloan School of Management, Massachusetts Institute of Technology (MIT);151.44;http://ideas.repec.org/top/top.usa-ma.html;;;
149;[349];Dale Jorgenson Kennedy School of Government, Harvard University, Cambridge;/e/pjo23.html;Dale  Jorgenson;Kennedy School of Government, Harvard University;;152;http://ideas.repec.org/top/top.usa-ma.html;;;
150;[392];Oz Shy Economic Research, Federal Reserve Bank of Boston, Boston;/e/psh190.html;Oz  Shy;Economic Research, Federal Reserve Bank of Boston;;153.26;http://ideas.repec.org/top/top.usa-ma.html;;;
151;[366];Thomas J Chemmanur Finance Department, Wallace E. Carroll School of Management, Boston College, Chestnut Hill;/f/pch362.html;Thomas J Chemmanur;Finance Department, Wallace E. Carroll School of Management, Boston College;;154.26;http://ideas.repec.org/top/top.usa-ma.html;;;
152;[152];Mitchell Petersen National Bureau of Economic Research (NBER), Cambridge;/e/ppe42.html;Mitchell  Petersen;National Bureau of Economic Research (NBER);;158.15;http://ideas.repec.org/top/top.usa-ma.html;;;
153;[207];Don Fullerton National Bureau of Economic Research (NBER), Cambridge;/e/pfu10.html;Don  Fullerton;National Bureau of Economic Research (NBER);;158.82;http://ideas.repec.org/top/top.usa-ma.html;;;
154;[373];Blake Lebaron Department of Economics, International Business School, Brandeis University, Waltham;/e/ple1.html;Blake  Lebaron;Department of Economics, International Business School, Brandeis University;;159.29;http://ideas.repec.org/top/top.usa-ma.html;;;
155;[82];Eric A. Hanushek National Bureau of Economic Research (NBER), Cambridge;/e/pha97.html;Eric A. Hanushek;National Bureau of Economic Research (NBER);;160.05;http://ideas.repec.org/top/top.usa-ma.html;;;
156;[361];James M. Snyder Jr.Economics Department, Massachusetts Institute of Technology (MIT), Cambridge;/e/psn39.html;James M. Snyder Jr.;Economics Department, Massachusetts Institute of Technology (MIT);;160.39;http://ideas.repec.org/top/top.usa-ma.html;;;
157;[383];Ching-to Albert Ma Department of Economics, Boston University, Boston;/f/pma447.html;Ching-to Albert Ma;Department of Economics, Boston University;;161.22;http://ideas.repec.org/top/top.usa-ma.html;;;
158;[397];Hideo Konishi Department of Economics, Boston College, Chestnut Hill;/e/pko35.html;Hideo  Konishi;Department of Economics, Boston College;;161.84;http://ideas.repec.org/top/top.usa-ma.html;;;
159;[401];Shane Mitchell Greenstein Harvard Business School, Harvard University, Cambridge;/e/pgr134.html;Shane Mitchell Greenstein;Harvard Business School, Harvard University;;162.02;http://ideas.repec.org/top/top.usa-ma.html;;;
160;[356];Scott Schuh Economic Research, Federal Reserve Bank of Boston, Boston;/f/psc769.html;Scott  Schuh;Economic Research, Federal Reserve Bank of Boston;;162.04;http://ideas.repec.org/top/top.usa-ma.html;;;
161;[398];Utku Unver Department of Economics, Boston College, Chestnut Hill;/e/pun2.html;Utku  Unver;Department of Economics, Boston College;;163.53;http://ideas.repec.org/top/top.usa-ma.html;;;
162;[201];Peter K. Schott National Bureau of Economic Research (NBER), Cambridge;/e/psc98.html;Peter K. Schott;National Bureau of Economic Research (NBER);;164.16;http://ideas.repec.org/top/top.usa-ma.html;;;
163;[388];Robert E.B. Lucas Department of Economics, Boston University, Boston;/e/plu197.html;Robert E.B. Lucas;Department of Economics, Boston University;;164.31;http://ideas.repec.org/top/top.usa-ma.html;;;
